,index,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
24,24,2002-03-20 00:00:00-05:00,1.561214504434068,1.561214504434068,1.4307626774643907,1.516608476638794,9236000,0.0,0.0
25,25,2002-03-21 00:00:00-05:00,1.5166084443391203,1.6201282914479573,1.5166084443391203,1.5780470371246338,4427200,0.0,0.0
26,26,2002-03-22 00:00:00-05:00,1.578046814453414,1.648743324583105,1.557847834491677,1.6243361234664917,2494400,0.0,0.0
27,27,2002-03-25 00:00:00-05:00,1.6411687276736469,1.6672590573710915,1.6142367537243845,1.659684419631958,7571200,0.0,0.0
28,28,2002-03-26 00:00:00-05:00,1.683250481085268,1.6916667655961495,1.6647347835831492,1.6815671920776367,1816800,0.0,0.0
29,29,2002-03-27 00:00:00-05:00,1.6815675881382894,1.767413421419506,1.6748345910492124,1.733748435974121,1369600,0.0,0.0
30,30,2002-03-28 00:00:00-05:00,1.7253313469289517,1.7337476295072236,1.6916663771431029,1.7000826597213745,1714400,0.0,0.0
31,31,2002-04-01 00:00:00-05:00,1.6874583157882297,1.6874583157882297,1.599087741645062,1.6032958030700684,1880000,0.0,0.0
32,32,2002-04-02 00:00:00-05:00,1.5990876792539401,1.5990876792539401,1.5443820802270178,1.5687891244888306,2098400,0.0,0.0
33,33,2002-04-03 00:00:00-05:00,1.5696307152691016,1.582255059147899,1.5519566659442336,1.5654226541519165,567200,0.0,0.0
34,34,2002-04-04 00:00:00-05:00,1.5612146115302794,1.6032958696365107,1.5612146115302794,1.5948797464370728,763200,0.0,0.0
35,35,2002-04-05 00:00:00-05:00,1.5948798227182854,1.63275286050896,1.5561649799346924,1.5561649799346924,837600,0.0,0.0
36,36,2002-04-08 00:00:00-04:00,1.5654224955140543,1.5654224955140543,1.495567628567985,1.5401736497879028,1558400,0.0,0.0
37,37,2002-04-09 00:00:00-04:00,1.5317578592777257,1.6159203754901883,1.5317578592777257,1.5948797464370728,3562400,0.0,0.0
38,38,2002-04-10 00:00:00-04:00,1.590671723831746,1.6032960707416646,1.5780473769218275,1.5923550128936768,1302400,0.0,0.0
39,39,2002-04-11 00:00:00-04:00,1.5915132173785103,1.5915132173785103,1.557006597518921,1.557006597518921,1444000,0.0,0.0
40,40,2002-04-12 00:00:00-04:00,1.569631015665947,1.569631015665947,1.5199751144492275,1.5359660387039185,1236000,0.0,0.0
41,41,2002-04-15 00:00:00-04:00,1.5317576716392793,1.5628977089280083,1.530916027316984,1.562056064605713,1559200,0.0,0.0
42,42,2002-04-16 00:00:00-04:00,1.5780473225995113,1.6159205225528095,1.5780473225995113,1.5990879535675049,1225600,0.0,0.0
43,43,2002-04-17 00:00:00-04:00,1.620128604922712,1.704291129853762,1.620128604922712,1.6672595739364624,3348800,0.0,0.0
44,44,2002-04-18 00:00:00-04:00,1.6672595739364624,1.6958748452552017,1.6613682228756532,1.6672595739364624,984800,0.0,0.0
45,45,2002-04-19 00:00:00-04:00,1.6672591477644956,1.712706976663331,1.6672591477644956,1.7059739828109741,646400,0.0,0.0
46,46,2002-04-22 00:00:00-04:00,1.6958752537584132,1.6958752537584132,1.6672599755468127,1.683250904083252,772800,0.0,0.0
47,47,2002-04-23 00:00:00-04:00,1.679041686425592,1.7042903684134272,1.6411685029166336,1.6453765630722046,824800,0.0,0.0
48,48,2002-04-24 00:00:00-04:00,1.6428524415794816,1.6504270812800015,1.632752868469699,1.6335945129394531,1064800,0.0,0.0
49,49,2002-04-25 00:00:00-04:00,1.6335941820266204,1.6335941820266204,1.613395200425978,1.632752537727356,1727200,0.0,0.0
50,50,2002-04-26 00:00:00-04:00,1.6243362156210306,1.647901773843629,1.6201281547546387,1.6201281547546387,1653600,0.0,0.0
51,51,2002-04-29 00:00:00-04:00,1.6117119269858593,1.6117119269858593,1.582255018343495,1.5906713008880615,2562400,0.0,0.0
52,52,2002-04-30 00:00:00-04:00,1.5780471134655216,1.6243364312496087,1.573839052040515,1.6032958030700684,6894400,0.0,0.0
53,53,2002-05-01 00:00:00-04:00,1.624336463404156,1.7253315448760986,1.624336463404156,1.7253315448760986,1672000,0.0,0.0
54,54,2002-05-02 00:00:00-04:00,1.7169152568001802,1.7665711529979649,1.7169152568001802,1.7531051635742188,3316000,0.0,0.0
55,55,2002-05-03 00:00:00-04:00,1.7505801916122437,1.7514218359985059,1.7303812079237084,1.7505801916122437,463200,0.0,0.0
56,56,2002-05-06 00:00:00-04:00,1.749739329176448,1.9012318409069386,1.749739329176448,1.8305352926254272,2146400,0.0,0.0
57,57,2002-05-07 00:00:00-04:00,1.8221183633228741,1.8515752748001453,1.805285957141043,1.8094940185546875,452800,0.0,0.0
58,58,2002-05-08 00:00:00-04:00,1.8263263053648169,1.893656240827803,1.8263263053648169,1.8852399587631226,658400,0.0,0.0
59,59,2002-05-09 00:00:00-04:00,1.8936567882494972,1.952570619205947,1.8936567882494972,1.9231137037277222,847200,0.0,0.0
60,60,2002-05-10 00:00:00-04:00,1.9357375181710412,1.9719274191951175,1.851575017380996,1.856624722480774,696000,0.0,0.0
61,61,2002-05-13 00:00:00-04:00,1.8574666249901488,1.8574666249901488,1.7547884175410429,1.8094940185546875,1929600,0.0,0.0
62,62,2002-05-14 00:00:00-04:00,1.8515752705821724,1.8852402433963977,1.7505801916122437,1.7505801916122437,3958400,0.0,0.0
63,63,2002-05-15 00:00:00-04:00,1.7421643422717805,1.7674130357139253,1.670626163482666,1.670626163482666,5829600,0.0,0.0
64,64,2002-05-16 00:00:00-04:00,1.6706265280662815,1.7421647224672956,1.6706265280662815,1.733748435974121,5286400,0.0,0.0
65,65,2002-05-17 00:00:00-04:00,1.7463717882669576,1.8094936601320284,1.7463717882669576,1.7867697477340698,4351200,0.0,0.0
66,66,2002-05-20 00:00:00-04:00,1.7867700248994962,1.8094939408224098,1.7758289693776748,1.7993943691253662,2336000,0.0,0.0
67,67,2002-05-21 00:00:00-04:00,1.9020728571883698,1.9062809186966772,1.7211234833677913,1.7253315448760986,3872000,0.0,0.0
68,68,2002-05-22 00:00:00-04:00,1.7219648804646568,1.8094939680660473,1.7084988916840196,1.7884533405303955,1847200,0.0,0.0
69,69,2002-05-23 00:00:00-04:00,1.7884532040818795,1.9104888986889492,1.7884532040818795,1.8860816955566406,2157600,0.0,0.0
70,70,2002-05-24 00:00:00-04:00,1.8801906835858262,1.9946517605683092,1.8801906835858262,1.9744526147842407,2212000,0.0,0.0
71,71,2002-05-28 00:00:00-04:00,1.9820272793581373,2.044307685345746,1.9609866493839436,2.037574529647827,2082400,0.0,0.0
72,72,2002-05-29 00:00:00-04:00,2.0375744050108486,2.0375744050108486,1.9778190965924165,1.9862353801727295,4728000,0.0,0.0
73,73,2002-05-30 00:00:00-04:00,1.9862354122086243,1.9862354122086243,1.9483622157499902,1.9576201438903809,3941600,0.0,0.0
74,74,2002-05-31 00:00:00-04:00,1.9576196708910534,2.045148583018485,1.9576196708910534,2.035890817642212,2708000,0.0,0.0
75,75,2002-06-03 00:00:00-04:00,2.0358914615075734,2.0358914615075734,1.9475207166840611,1.956778645515442,1817600,0.0,0.0
76,76,2002-06-04 00:00:00-04:00,1.9534119059011783,2.0114840864902774,1.927321571067862,1.9719277620315552,1933600,0.0,0.0
77,77,2002-06-05 00:00:00-04:00,1.977819276112382,1.9929685558265426,1.9449959437498823,1.956778645515442,1752000,0.0,0.0
78,78,2002-06-06 00:00:00-04:00,1.956778645515442,1.9904436223650919,1.9517289391198123,1.956778645515442,1403200,0.0,0.0
79,79,2002-06-07 00:00:00-04:00,1.9357377023804876,1.9559366852290143,1.898706153561232,1.9315296411514282,1752000,0.0,0.0
80,80,2002-06-10 00:00:00-04:00,1.93153005106928,1.9609868069786294,1.876824280318134,1.893656849861145,854400,0.0,0.0
81,81,2002-06-11 00:00:00-04:00,1.903756114202374,1.9146971702575684,1.8953398307990879,1.9146971702575684,323200,0.0,0.0
82,82,2002-06-12 00:00:00-04:00,1.8944978850869938,1.8953395293461848,1.8364257154206505,1.8852399587631226,532000,0.0,0.0
83,83,2002-06-13 00:00:00-04:00,1.8852406443985652,1.9441544797502306,1.8599919495491581,1.9323716163635254,1297600,0.0,0.0
84,84,2002-06-14 00:00:00-04:00,1.9306881361060164,1.9306881361060164,1.796869724617723,1.8944982290267944,718400,0.0,0.0
85,85,2002-06-17 00:00:00-04:00,1.9020728216483416,1.9736109896436798,1.9020728216483416,1.9374210834503174,936800,0.0,0.0
86,86,2002-06-18 00:00:00-04:00,1.9374209815952326,1.9483620370535544,1.876823872819157,1.8953397274017334,260000,0.0,0.0
87,87,2002-06-19 00:00:00-04:00,1.8936564740927322,1.9483620734610725,1.8936564740927322,1.9357377290725708,905600,0.0,0.0
88,88,2002-06-20 00:00:00-04:00,1.9239553033142442,1.9239553033142442,1.8339014305042198,1.8431591987609863,509600,0.0,0.0
89,89,2002-06-21 00:00:00-04:00,1.8305347902434213,1.8305347902434213,1.7589966169100644,1.7674129009246826,1016000,0.0,0.0
90,90,2002-06-24 00:00:00-04:00,1.767412991163176,1.767412991163176,1.6748341833301263,1.7270150184631348,1092800,0.0,0.0
91,91,2002-06-25 00:00:00-04:00,1.727015032120031,1.7497389521412283,1.6815671920776367,1.6815671920776367,829600,0.0,0.0
92,92,2002-06-26 00:00:00-04:00,1.6622096951961387,1.6622096951961387,1.545223849029539,1.5948797464370728,2882400,0.0,0.0
93,93,2002-06-27 00:00:00-04:00,1.6075046455049686,1.683250904083252,1.5915137169685294,1.683250904083252,1632000,0.0,0.0
94,94,2002-06-28 00:00:00-04:00,1.6790420057196263,1.7943445453916405,1.66894243468759,1.7665709257125854,3480000,0.0,0.0
95,95,2002-07-01 00:00:00-04:00,1.758996389924911,1.7665710285078913,1.653793254636014,1.6613678932189941,1088000,0.0,0.0
96,96,2002-07-02 00:00:00-04:00,1.6605259781761885,1.6605259781761885,1.5039838475441722,1.5788884162902832,1637600,0.0,0.0
97,97,2002-07-03 00:00:00-04:00,1.5738391654867883,1.6075041408952577,1.4518034490379126,1.557006597518921,2226400,0.0,0.0
98,98,2002-07-05 00:00:00-04:00,1.5654229497869572,1.6378026099405676,1.5654229497869572,1.5999295711517334,455200,0.0,0.0
99,99,2002-07-08 00:00:00-04:00,1.60750425828851,1.7127074144523224,1.5965630401521984,1.6672595739364624,1433600,0.0,0.0
100,100,2002-07-09 00:00:00-04:00,1.6580013978388402,1.7194399874112067,1.619286562411943,1.6411688327789307,2162400,0.0,0.0
101,101,2002-07-10 00:00:00-04:00,1.6411691158793722,1.6916666592426521,1.5948797947706037,1.6159204244613647,2144000,0.0,0.0
102,102,2002-07-11 00:00:00-04:00,1.6032960703267105,1.6066626484497004,1.4938848497660264,1.5511153936386108,2443200,0.0,0.0
103,103,2002-07-12 00:00:00-04:00,1.5511150965414429,1.5511150965414429,1.4787352860334344,1.4888348579406738,1052800,0.0,0.0
104,104,2002-07-15 00:00:00-04:00,1.4871518322219206,1.4871518322219206,1.3297679191457161,1.4055142402648926,1300000,0.0,0.0
105,105,2002-07-16 00:00:00-04:00,1.3844734203391522,1.4198216826613892,1.3541748639123043,1.3625911474227905,1246400,0.0,0.0
106,106,2002-07-17 00:00:00-04:00,1.3667990769451024,1.401305691531829,1.2035238507682233,1.3541747331619263,6398400,0.0,0.0
107,107,2002-07-18 00:00:00-04:00,1.3541748258233277,1.3802651594974595,1.3432336896728891,1.3499667644500732,1261600,0.0,0.0
108,108,2002-07-19 00:00:00-04:00,1.3423922233559125,1.3474420100427287,1.3171434504491042,1.3280845880508423,1353600,0.0,0.0
109,109,2002-07-22 00:00:00-04:00,1.3230347094794175,1.3861565131378144,1.312935217683529,1.3297677040100098,999200,0.0,0.0
110,110,2002-07-23 00:00:00-04:00,1.3381838917052704,1.3802651471710163,1.2834782917052507,1.3466001749038696,2536000,0.0,0.0
111,111,2002-07-24 00:00:00-04:00,1.3297676732864556,1.4829434959774535,1.2615960049097443,1.4804185628890991,1784800,0.0,0.0
112,112,2002-07-25 00:00:00-04:00,1.4812602414195573,1.4812602414195573,1.3970977295267104,1.4290794134140015,560800,0.0,0.0
113,113,2002-07-26 00:00:00-04:00,1.429921460898451,1.489676944661923,1.429921460898451,1.4762109518051147,668800,0.0,0.0
114,114,2002-07-29 00:00:00-04:00,1.4778934205069563,1.544381871005874,1.4778934205069563,1.5401736497879028,936000,0.0,0.0
115,115,2002-07-30 00:00:00-04:00,1.5401740258403853,1.548590309804042,1.4854684208675137,1.5107172727584839,716800,0.0,0.0
116,116,2002-07-31 00:00:00-04:00,1.4938847541809082,1.4947263986578037,1.450120204545965,1.472844123840332,777600,0.0,0.0
117,117,2002-08-01 00:00:00-04:00,1.4644279398870328,1.4644279398870328,1.364274487659448,1.404672622680664,1011200,0.0,0.0
118,118,2002-08-02 00:00:00-04:00,1.3928896761831597,1.3928896761831597,1.2498134849665972,1.270854115486145,1099200,0.0,0.0
119,119,2002-08-05 00:00:00-04:00,1.270854044949426,1.3196682986243293,1.270854044949426,1.2918946743011475,702400,0.0,0.0
120,120,2002-08-06 00:00:00-04:00,1.304518960694304,1.3373423698905504,1.304518960694304,1.3289260864257812,1688800,0.0,0.0
121,121,2002-08-07 00:00:00-04:00,1.33145118826379,1.346600469226959,1.300311062044554,1.337342619895935,1560800,0.0,0.0
122,122,2002-08-08 00:00:00-04:00,1.329767842114304,1.3339759841988712,1.165650942925254,1.2540215253829956,4937600,0.0,0.0
123,123,2002-08-09 00:00:00-04:00,1.2540213498355488,1.3129351702450176,1.2540213498355488,1.2834782600402832,946400,0.0,0.0
124,124,2002-08-12 00:00:00-04:00,1.2826368062982512,1.3676409721374512,1.2792703086543042,1.3676409721374512,926400,0.0,0.0
125,125,2002-08-13 00:00:00-04:00,1.3886816133870907,1.4484369269706572,1.3684826273647328,1.3760572671890259,1760800,0.0,0.0
126,126,2002-08-14 00:00:00-04:00,1.3760572359465673,1.4980927937934858,1.3760572359465673,1.4560115337371826,3224800,0.0,0.0
127,127,2002-08-15 00:00:00-04:00,1.5149252530108446,1.578047138552963,1.5149252530108446,1.5233415365219116,3407200,0.0,0.0
128,128,2002-08-16 00:00:00-04:00,1.5233419688270295,1.6664181870093593,1.5233419688270295,1.5931968688964844,1723200,0.0,0.0
129,129,2002-08-19 00:00:00-04:00,1.5931964172270723,1.7194401883477308,1.5738390775151128,1.6790422201156616,1722400,0.0,0.0
130,130,2002-08-20 00:00:00-04:00,1.7421641453124252,1.8094940938977153,1.700082887314804,1.760679841041565,5432800,0.0,0.0
131,131,2002-08-21 00:00:00-04:00,1.7632045585754592,1.809493872498239,1.7270146554411359,1.8052858114242554,1994400,0.0,0.0
132,132,2002-08-22 00:00:00-04:00,1.7842453691559412,1.8094940592602984,1.7169152613322272,1.7253315448760986,3035200,0.0,0.0
133,133,2002-08-23 00:00:00-04:00,1.72533200964143,1.7261736542752628,1.6622101068496704,1.6622101068496704,1333600,0.0,0.0
134,134,2002-08-26 00:00:00-04:00,1.663051656158008,1.7463725438039328,1.6605267224012379,1.738797903060913,2069600,0.0,0.0
135,135,2002-08-27 00:00:00-04:00,1.7421643360414918,1.7707796074548043,1.72112370473919,1.734589695930481,1864800,0.0,0.0
136,136,2002-08-28 00:00:00-04:00,1.729540043909285,1.7884538830926682,1.7135492777106986,1.7589969635009766,2461600,0.0,0.0
137,137,2002-08-29 00:00:00-04:00,1.7522637423375433,1.80444457839575,1.7228068265237466,1.803602933883667,1388000,0.0,0.0
138,138,2002-08-30 00:00:00-04:00,1.817910297767947,1.8507336261959102,1.7505801916122437,1.7505801916122437,778400,0.0,0.0
139,139,2002-09-03 00:00:00-04:00,1.7505808760356558,1.7505808760356558,1.6453776945304526,1.683250904083252,1085600,0.0,0.0
140,140,2002-09-04 00:00:00-04:00,1.7000826967559857,1.7320643786174217,1.5654226541519165,1.5654226541519165,2308800,0.0,0.0
141,141,2002-09-05 00:00:00-04:00,1.5570066489446337,1.6411691705092084,1.5511152981194767,1.6142371892929077,1292800,0.0,0.0
142,142,2002-09-06 00:00:00-04:00,1.620128309799317,1.6664176258683985,1.620128309799317,1.6504268646240234,1339200,0.0,0.0
143,143,2002-09-09 00:00:00-04:00,1.65379353820779,1.687458515167236,1.5654229536233348,1.6874585151672363,1700000,0.0,0.0
144,144,2002-09-10 00:00:00-04:00,1.693350083838522,1.7244901283809406,1.669784518906663,1.716915488243103,1416800,0.0,0.0
145,145,2002-09-11 00:00:00-04:00,1.7337477854687575,1.758154830561351,1.7337477854687575,1.7505801916122437,599200,0.0,0.0
146,146,2002-09-12 00:00:00-04:00,1.771621097717381,1.7741460312724195,1.716915488243103,1.716915488243103,1172000,0.0,0.0
147,147,2002-09-13 00:00:00-04:00,1.7000825400077564,1.7000825400077564,1.6495850086212158,1.6495850086212158,288000,0.0,0.0
148,148,2002-09-16 00:00:00-04:00,1.650427245928682,1.7034495685946252,1.6495856013749641,1.7009246349334717,484800,0.0,0.0
149,149,2002-09-17 00:00:00-04:00,1.7219647825237534,1.7556299130878095,1.6714674077321483,1.7185983657836914,388800,0.0,0.0
150,150,2002-09-18 00:00:00-04:00,1.7084990099658828,1.7160736492453006,1.6706259740960538,1.691666603088379,408000,0.0,0.0
151,151,2002-09-19 00:00:00-04:00,1.700083081604369,1.7463724064809034,1.6832505122707504,1.7068160772323608,3078400,0.0,0.0
152,152,2002-09-20 00:00:00-04:00,1.7564719185931914,1.7564719185931914,1.6664178845016733,1.6874585151672363,737600,0.0,0.0
153,153,2002-09-23 00:00:00-04:00,1.6883004831866584,1.690825417140198,1.673151200520028,1.6748344898223877,1595200,0.0,0.0
154,154,2002-09-24 00:00:00-04:00,1.671467683947379,1.6723093284032886,1.5696309521640277,1.6344361305236816,1099200,0.0,0.0
155,155,2002-09-25 00:00:00-04:00,1.6378020585028361,1.6638925472593258,1.636960574825598,1.6537929773330688,840000,0.0,0.0
156,156,2002-09-26 00:00:00-04:00,1.6664176426535329,1.7379558086395264,1.6622095813420477,1.7379558086395264,1353600,0.0,0.0
157,157,2002-09-27 00:00:00-04:00,1.737955724376512,1.8641994839272595,1.737955724376512,1.790978193283081,2938400,0.0,0.0
158,158,2002-09-30 00:00:00-04:00,1.7909789566388004,1.8010783718122039,1.6369615107622606,1.7211240530014038,2290400,0.0,0.0
159,159,2002-10-01 00:00:00-04:00,1.7211241136360513,1.7211241136360513,1.5999300035944088,1.683250904083252,3411200,0.0,0.0
160,160,2002-10-02 00:00:00-04:00,1.6706258204521651,1.6824085202355141,1.6243363446098384,1.6664175987243652,1560000,0.0,0.0
161,161,2002-10-03 00:00:00-04:00,1.673150570570828,1.673150570570828,1.6117119789123535,1.6117119789123535,1212000,0.0,0.0
162,162,2002-10-04 00:00:00-04:00,1.6234954467443963,1.653793851483646,1.5570069641933064,1.625178575515747,2060800,0.0,0.0
163,163,2002-10-07 00:00:00-04:00,1.6075039074327355,1.6159201901943476,1.5654226541519165,1.5654226541519165,1420800,0.0,0.0
164,164,2002-10-08 00:00:00-04:00,1.582255018343495,1.6226531424519672,1.5797302459491913,1.5906713008880615,1255200,0.0,0.0
165,165,2002-10-09 00:00:00-04:00,1.5822552959357248,1.5906715799568516,1.470319151878357,1.470319151878357,1482400,0.0,0.0
166,166,2002-10-10 00:00:00-04:00,1.4728440318997036,1.5763638881866833,1.4534866917212785,1.541015625,2052800,0.0,0.0
167,167,2002-10-11 00:00:00-04:00,1.5494318125002493,1.5780470790423982,1.5485901681281566,1.562897801399231,1828000,0.0,0.0
168,168,2002-10-14 00:00:00-04:00,1.5544816207853989,1.586463466926392,1.5443822087083299,1.5772055387496948,673600,0.0,0.0
169,169,2002-10-15 00:00:00-04:00,1.6411692278266097,1.67062614350844,1.6133956011614043,1.6487438678741455,1840800,0.0,0.0
170,170,2002-10-16 00:00:00-04:00,1.6420104770846498,1.6580013978388402,1.6125535684934267,1.6411688327789307,1138400,0.0,0.0
171,171,2002-10-17 00:00:00-04:00,1.6580014884786014,1.7387974199177565,1.639485633795027,1.6647344827651978,1288800,0.0,0.0
172,172,2002-10-18 00:00:00-04:00,1.664733976099597,1.758154223327548,1.663050687908449,1.7127065658569336,1427200,0.0,0.0
173,173,2002-10-21 00:00:00-04:00,1.7135492529581,1.7665715790353878,1.6916669747354318,1.754788875579834,1616800,0.0,0.0
174,174,2002-10-22 00:00:00-04:00,1.5317579822199914,1.6664178905462241,1.5317579822199914,1.6133955717086792,7187200,0.0,0.0
175,175,2002-10-23 00:00:00-04:00,1.6108700361684525,1.6866164069509044,1.6108700361684525,1.678200125694275,1184800,0.0,0.0
176,176,2002-10-24 00:00:00-04:00,1.6916667948018296,1.7236484838625945,1.6916667948018296,1.716915488243103,1300800,0.0,0.0
177,177,2002-10-25 00:00:00-04:00,1.7084983453790636,1.7674121478516647,1.703448641332817,1.7127065658569336,2435200,0.0,0.0
178,178,2002-10-28 00:00:00-05:00,1.7253316640347653,1.7253316640347653,1.5586899125716103,1.5612146854400635,4722400,0.0,0.0
179,179,2002-10-29 00:00:00-05:00,1.5620560811170965,1.5620560811170965,1.4997758453540782,1.5149251222610474,4871200,0.0,0.0
180,180,2002-10-30 00:00:00-05:00,1.5401738100878346,1.5612144367859047,1.5115585449362798,1.5149251222610474,4926400,0.0,0.0
181,181,2002-10-31 00:00:00-05:00,1.5275495746104413,1.5275495746104413,1.49809266303664,1.5065089464187622,1644000,0.0,0.0
182,182,2002-11-01 00:00:00-05:00,1.5065093133623486,1.5065093133623486,1.4459123472003963,1.4837853908538818,2742400,0.0,0.0
183,183,2002-11-04 00:00:00-05:00,1.504825497956769,1.5443819774971486,1.504825497956769,1.5216580629348755,1336800,0.0,0.0
184,184,2002-11-05 00:00:00-05:00,1.5224997942600262,1.5780470371246338,1.5073505170192705,1.5780470371246338,2224800,0.0,0.0
185,185,2002-11-06 00:00:00-05:00,1.5797302866884846,1.5974043360133525,1.5570063713903042,1.5654226541519165,910400,0.0,0.0
186,186,2002-11-07 00:00:00-05:00,1.552798854464419,1.5788891956944764,1.5359662830420795,1.5544819831848145,834400,0.0,0.0
187,187,2002-11-08 00:00:00-05:00,1.5544815208407181,1.5544815208407181,1.4332876205444336,1.4332876205444336,2266400,0.0,0.0
188,188,2002-11-11 00:00:00-05:00,1.4391792539313129,1.4711609437843278,1.4223466842019692,1.4644279479980469,1081600,0.0,0.0
189,189,2002-11-12 00:00:00-05:00,1.4686363456729736,1.6007715040513806,1.4677947010335015,1.5485906600952148,2532000,0.0,0.0
190,190,2002-11-13 00:00:00-05:00,1.5485904071388656,1.6125539445448387,1.5166087186995163,1.5990879535675049,3766400,0.0,0.0
191,191,2002-11-14 00:00:00-05:00,1.6075042380601572,1.64369414900947,1.5780473225995113,1.5990879535675049,1755200,0.0,0.0
192,192,2002-11-15 00:00:00-05:00,1.6075040612257572,1.7169152660125715,1.6075040612257572,1.6975579261779785,2507200,0.0,0.0
193,193,2002-11-18 00:00:00-05:00,1.7589960027956457,1.7632042235973808,1.6664172320111992,1.70344877243042,4120000,0.0,0.0
194,194,2002-11-19 00:00:00-05:00,1.603295907184258,1.60750412940979,1.4812603521345804,1.60750412940979,9400000,0.0,0.0
195,195,2002-11-20 00:00:00-05:00,1.6075038116282307,1.6453768410074545,1.561214339461759,1.6201281547546387,2154400,0.0,0.0
196,196,2002-11-21 00:00:00-05:00,1.632752669015088,1.6580015184415489,1.578047069381963,1.6361192464828491,2915200,0.0,0.0
197,197,2002-11-22 00:00:00-05:00,1.6361194101242733,1.6361194101242733,1.5401740295510535,1.557006597518921,3816800,0.0,0.0
198,198,2002-11-25 00:00:00-05:00,1.5738389245906086,1.5948795510662732,1.5570063591991807,1.562056064605713,1702400,0.0,0.0
199,199,2002-11-26 00:00:00-05:00,1.562897948149495,1.5847802222968164,1.5199750443059716,1.557006597518921,1782400,0.0,0.0
200,200,2002-11-27 00:00:00-05:00,1.5654233401406308,1.5881472653967283,1.5553237642954831,1.5713146924972534,1418400,0.0,0.0
201,201,2002-11-29 00:00:00-05:00,1.6117119685499206,1.6117119685499206,1.5654226541519165,1.5654226541519165,461600,0.0,0.0
202,202,2002-12-02 00:00:00-05:00,1.5990875834326281,1.6622094617260212,1.5780469573348304,1.5906713008880615,3728000,0.0,0.0
203,203,2002-12-03 00:00:00-05:00,1.5780468525544413,1.6268610954390363,1.5368072474042858,1.6041371822357178,1670400,0.0,0.0
204,204,2002-12-04 00:00:00-05:00,1.5948795098171646,1.6201281967240475,1.5822550058364868,1.5822550058364868,1547200,0.0,0.0
